"Product","Quality","Form","Country / Region","Producer Scope","Price level (INCOTERMS)","Quantity / Unit","Currency","Fairtrade minimum price","Fairtrade premium","Date of validity","Specific Product Standard","Product Specific Information"
"Date","Organic","for processing","Tunisia","SPO / HL","EXW","1 Kg","EUR","0.89","0.15","23/01/2017","Fresh Fruit",""
"Dragon Fruit","Conventional","for processing","Worldwide","SPO / HL","EXW","1 ","","Commercial price","15% of the commercial price","05/12/2014","Fresh Fruit",""
"Dragon Fruit","Conventional","Fresh","Worldwide","SPO / HL","EXW","1 ","","Commercial price","15% of the commercial price","05/12/2014","Fresh Fruit",""
"Dragon Fruit","Organic","for processing","Worldwide","SPO / HL","EXW","1 ","","Commercial price","15% of the commercial price","05/12/2014","Fresh Fruit",""
"Dragon Fruit","Organic","Fresh","Worldwide","SPO / HL","EXW","1 ","","Commercial price","15% of the commercial price","05/12/2014","Fresh Fruit",""
"Eggplant","Conventional","Fresh","Africa; Latin America and the Caribbean","HL","EXW"," ","","Commercial price","15% of the commercial price","05/12/2013","Vegetables",""
"Eggplant","Conventional","Fresh","Worldwide","SPO","EXW"," ","","Commercial price","15% of the commercial price","03/07/2013","Vegetables",""
"Eggplant","Organic","Fresh","Africa; Latin America and the Caribbean","HL","EXW"," ","","Commercial price","15% of the commercial price","05/12/2013","Vegetables",""
"Eggplant","Organic","Fresh","Worldwide","SPO","EXW"," ","","Commercial price","15% of the commercial price","03/07/2013","Vegetables",""
"Elephant garlic","Conventional","Fresh","Africa; Latin America and the Caribbean","HL","EXW"," ","","Commercial price","15% of the commercial price","21/11/2018","Vegetables",""
"Elephant garlic","Conventional","Fresh","Worldwide","SPO","EXW"," ","","Commercial price","15% of the commercial price","21/11/2018","Vegetables",""
"Elephant garlic","Organic","Fresh","Africa; Latin America and the Caribbean","HL","EXW"," ","","Commercial price","15% of the commercial price","21/11/2018","Vegetables",""
"Elephant garlic","Organic","Fresh","Worldwide","SPO","EXW"," ","","Commercial price","15% of the commercial price","21/11/2018","Vegetables",""
"Fairtrade carbon credit","","","Worldwide","FCC producer organization","Issued FCCs","1 tCO2e","EUR","13","1.5","01/01/2016","Fairtrade Climate Standard","Afforestation/reforestation project; "
"Fairtrade carbon credit","","","Worldwide","FCC producer organization","Issued FCCs","1 tCO2e","EUR","8.2","1","01/01/2016","Fairtrade Climate Standard","Energy efficiency project; "
"Fairtrade carbon credit","","","Worldwide","FCC producer organization","Issued FCCs","1 tCO2e","EUR","8.1","1","01/01/2016","Fairtrade Climate Standard","Renewable energy project; "
"Flaxseed","Conventional","","Worldwide","SPO","EXW"," ","","Commercial price","15% of the commercial price","26/09/2018","Oilseeds and Oleaginous fruit",""
"Flaxseed","Organic","","Worldwide","SPO","EXW"," ","","Commercial price","15% of the commercial price","26/09/2018","Oilseeds and Oleaginous fruit",""
"Fonio","Conventional","","Western Africa","SPO","EXW","1 MT","EUR","1100","100","11/01/2007","Cereals",""
"Fonio","Conventional","","Western Africa","SPO","FOB","1 MT","EUR","1200","100","11/01/2007","Cereals",""
"Fonio","Organic","","Western Africa","SPO","EXW","1 MT","EUR","1250","100","11/01/2007","Cereals",""
"Fonio","Organic","","Western Africa","SPO","FOB","1 MT","EUR","1350","100","11/01/2007","Cereals",""
"Fresh herbs and dried herbs for tea without specified prices","Conventional","","Worldwide","HL","","1 kg","","Commercial price","15% of the commercial price","01/08/2012","Herbs and Herbal Teas and Spices","Look at the product description in the specific product standard"
"Fresh herbs and dried herbs for tea without specified prices","Organic","","Worldwide","HL","","1 kg","","Commercial price","15% of the commercial price","01/08/2012","Herbs and Herbal Teas and Spices","Look at the product description in the specific product standard"
"Garlic","Conventional","Fresh","Africa; Latin America and the Caribbean","HL","EXW"," ","","Commercial price","15% of the commercial price","05/12/2013","Vegetables",""
"Garlic","Conventional","Fresh","Worldwide","SPO","EXW"," ","","Commercial price","15% of the commercial price","15/01/2013","Vegetables",""
"Garlic","Organic","Fresh","Africa; Latin America and the Caribbean","HL","EXW"," ","","Commercial price","15% of the commercial price","05/12/2013","Vegetables",""
"Garlic","Organic","Fresh","Worldwide","SPO","EXW"," ","","Commercial price","15% of the commercial price","15/01/2013","Vegetables",""
"Gherkin","Conventional","Fresh","Africa; Latin America and the Caribbean","HL","EXW"," ","","Commercial price","15% of the commercial price","05/12/2013","Vegetables",""
"Gherkin","Conventional","Fresh","Worldwide","SPO","EXW"," ","","Commercial price","15% of the commercial price","03/07/2013","Vegetables",""
"Gherkin","Organic","Fresh","Africa; Latin America and the Caribbean","HL","EXW"," ","","Commercial price","15% of the commercial price","05/12/2013","Vegetables",""
"Gherkin","Organic","Fresh","Worldwide","SPO","EXW"," ","","Commercial price","15% of the commercial price","03/07/2013","Vegetables",""
"Ginger","Conventional","dried","Worldwide","SPO","","1 kg","","Commercial price","15% of the commercial price","22/07/2009","Herbs and Herbal Teas and Spices","Look at the product description in the specific product standard"
"Ginger","Conventional","fresh","Worldwide","SPO","","1 kg","","Commercial price","15% of the commercial price","22/07/2009","Herbs and Herbal Teas and Spices","Look at the product description in the specific product standard"
"Ginger","Organic","Dried","India","SPO","EXW","1 kg","EUR","2.85","0.3","12/05/2005","Herbs and Herbal Teas and Spices","Look at the product description in the specific product standard"
"Ginger","Organic","Dried","Sri Lanka","SPO","EXW","1 kg","EUR","2.85","0.3","12/05/2005","Herbs and Herbal Teas and Spices","Look at the product description in the specific product standard"
"Ginger","Organic","dried","worldwide (exc. India and Sri Lanka)","SPO","","1 kg","","Commercial price","15% of the commercial price","22/07/2009","Herbs and Herbal Teas and Spices","Look at the product description in the specific product standard"
"Ginger","Organic","Fresh","India","SPO","EXW","1 kg","EUR","0.57","0.06","21/03/2005","Herbs and Herbal Teas and Spices","Look at the product description in the specific product standard"
"Ginger","Organic","Fresh","Sri Lanka","SPO","EXW","1 kg","EUR","0.57","0.06","21/03/2005","Herbs and Herbal Teas and Spices","Look at the product description in the specific product standard"
"Ginger","Organic","fresh","worldwide (exc. India and Sri Lanka)","SPO","","1 kg","","Commercial price","15% of the commercial price","22/07/2009","Herbs and Herbal Teas and Spices","Look at the product description in the specific product standard"
"Gold","Conventional","","Worldwide","ASMO","FOB","1 kg","USD","95% of the LBMA price","2000","01/08/2013","Gold and Associated Precious Metals for Artisanal and Small-Scale Mining",""
"Gold","Ecological","","Worldwide","ASMO","FOB"," ","USD","95% of the LBMA price","15% of the LBMA price","01/08/2013","Gold and Associated Precious Metals for Artisanal and Small-Scale Mining",""
"Grapefruit","Conventional","for processing","Worldwide","SPO / HL","EXW","1 kg","","Commercial price","15% of the commercial price","30/07/2012","Fresh Fruit",""
"Grapefruit","Conventional","","Mexico","SPO / HL","EXW","1 kg","USD","0.39","0.06","14/08/2008","Fresh Fruit","including packing"
"Grapefruit","Conventional","","Northern Africa","SPO / HL","EXW","1 kg","USD","0.52","0.07","10/02/2010","Fresh Fruit",""
"Grapefruit","Conventional","","Northern Africa","SPO / HL","FOB","1 kg","USD","0.56","0.07","10/02/2010","Fresh Fruit",""
"Grapefruit","Conventional","","South Africa","SPO / HL","EXW","1 kg","ZAR","2.9","0.39","01/08/2007","Fresh Fruit","including packing"
"Grapefruit","Conventional","","South Africa","SPO / HL","FOB","1 kg","ZAR","3.84","0.39","01/08/2007","Fresh Fruit",""
"Grapefruit","Organic","for processing","Worldwide","SPO / HL","EXW","1 kg","","Commercial price","15% of the commercial price","30/07/2012","Fresh Fruit",""
"Grapefruit","Organic","","Mexico","SPO / HL","EXW","1 kg","USD","0.46","0.06","14/08/2008","Fresh Fruit","including packing"
"Grapefruit","Organic","","Northern Africa","SPO / HL","EXW","1 kg","USD","0.62","0.07","10/02/2010","Fresh Fruit",""
"Grapefruit","Organic","","Northern Africa","SPO / HL","FOB","1 kg","USD","0.66","0.07","10/02/2010","Fresh Fruit",""
"Grapefruit","Conventional","Concentrate juice","Worldwide","SPO / HL","FOB","1 MT","USD","1200","100","before 2004","Prepared and Preserved Fruit & Vegetables",""
"Grapefruit","Organic","Concentrate juice","Worldwide","SPO / HL","FOB","1 MT","USD","1500","100","before 2004","Prepared and Preserved Fruit & Vegetables",""
"Green beans (any edible Phaseolus; Vigna; Lablab)","Conventional","Fresh","Africa; Latin America and the Caribbean","HL","EXW"," ","","Commercial price","15% of the commercial price","05/05/2017","Vegetables",""
"Green beans (any edible Phaseolus; Vigna; Lablab)","Conventional","fresh","Guatemala","SPO","EXW","1 kg","USD","1.31","0.1","15/07/2010","Vegetables",""
"Green beans (any edible Phaseolus; Vigna; Lablab)","Conventional","fresh","Guatemala","SPO","FOB","1 kg","USD","2.43","0.1","15/07/2010","Vegetables",""
"Green beans (any edible Phaseolus; Vigna; Lablab)","Conventional","Fresh","Worldwide","SPO","EXW"," ","","Commercial price","15% of the commercial price","05/05/2017","Vegetables",""
"Green beans (any edible Phaseolus; Vigna; Lablab)","Organic","Fresh","Africa; Latin America and the Caribbean","HL","EXW"," ","","Commercial price","15% of the commercial price","05/05/2017","Vegetables",""
"Green beans (any edible Phaseolus; Vigna; Lablab)","Organic","Fresh","Worldwide","SPO","EXW"," ","","Commercial price","15% of the commercial price","05/05/2017","Vegetables",""
"Green peas (any edible Pisum)","Conventional","Fresh","Africa; Latin America and the Caribbean","HL","EXW"," ","","Commercial price","15% of the commercial price","05/05/2017","Vegetables",""
"Green peas (any edible Pisum)","Conventional","fresh","Guatemala","SPO","EXW","1 kg","USD","1.36","0.1","15/07/2010","Vegetables",""
"Green peas (any edible Pisum)","Conventional","fresh","Guatemala","SPO","FOB","1 kg","USD","2.47","0.1","15/07/2010","Vegetables",""
"Green peas (any edible Pisum)","Conventional","Fresh","Worldwide","SPO","EXW"," ","","Commercial price","15% of the commercial price","05/05/2017","Vegetables",""
"Green peas (any edible Pisum)","Organic","Fresh","Africa; Latin America and the Caribbean","HL","EXW"," ","","Commercial price","15% of the commercial price","05/05/2017","Vegetables",""
"Green peas (any edible Pisum)","Organic","Fresh","Worldwide","SPO","EXW"," ","","Commercial price","15% of the commercial price","05/05/2017","Vegetables",""
"Guava","Conventional","Concentrate","Worldwide","SPO / HL","FOB","1 kg","USD","Commercial price","15% of the commercial price","14/10/2022","Prepared and Preserved Fruit & Vegetables",""
"Guava","Conventional","pulp not from concentrate","Worldwide","SPO / HL","FOB","1 kg","USD","Commercial price","15% of the commercial price","14/10/2022","Prepared and Preserved Fruit & Vegetables",""
"Guava","Organic","Concentrate","Worldwide","SPO / HL","FOB","1 kg","USD","Commercial price","15% of the commercial price","14/10/2022","Prepared and Preserved Fruit & Vegetables",""
"Guava","Organic","pulp not from concentrate","Worldwide","SPO / HL","FOB","1 kg","USD","Commercial price","15% of the commercial price","14/10/2022","Prepared and Preserved Fruit & Vegetables",""
"Hazelnut","Organic","dried kernel","Georgia","SPO","EXW","1 kg","USD","Commercial price","15% of the commercial price","08/09/2023","Nuts",""
"Herbs and spices without specified prices","Conventional","","Worldwide","SPO","","1 kg","","Commercial price","15% of the commercial price","22/07/2009","Herbs and Herbal Teas and Spices","Look at the product description in the specific product standard"
"Herbs and spices without specified prices","Organic","","Worldwide","SPO","","1 kg","","Commercial price","15% of the commercial price","22/07/2009","Herbs and Herbal Teas and Spices","Look at the product description in the specific product standard"
"Hibiscus","Conventional","","Worldwide","HL","","1 kg","EUR","Commercial price","0.5","before 2004","Herbs and Herbal Teas and Spices","Look at the product description in the specific product standard"
"Hibiscus","Conventional","","Worldwide","SPO","","1 kg","EUR","Commercial price","0.5","before 2004","Herbs and Herbal Teas and Spices","Look at the product description in the specific product standard"
"Hibiscus","Organic","","Worldwide","HL","","1 kg","EUR","Commercial price","0.5","before 2004","Herbs and Herbal Teas and Spices","Look at the product description in the specific product standard"
"Hibiscus","Organic","","Worldwide","SPO","","1 kg","EUR","Commercial price","0.5","before 2004","Herbs and Herbal Teas and Spices","Look at the product description in the specific product standard"
"Honey","Conventional","A Quality","Worldwide","SPO","FOB","1 kg","USD","2.55","0.2","01/01/2011","Honey",""
"Honey","Conventional","B Quality","Worldwide","SPO","FOB","1 kg","USD","2.3","0.2","01/01/2011","Honey",""
"Honey","Organic","A Quality","Worldwide","SPO","FOB","1 kg","USD","2.95","0.2","01/01/2011","Honey",""
"Honey","Organic","B Quality","Worldwide","SPO","FOB","1 kg","USD","2.66","0.2","01/01/2011","Honey",""
"Jackfruit","Conventional","for processing","Worldwide","SPO / HL","EXW"," ","","Commercial price","15% of the commercial price","19/10/2018","Fresh Fruit",""
"Jackfruit","Conventional","fresh","Worldwide","SPO / HL","EXW"," ","","Commercial price","15% of the commercial price","19/10/2018","Fresh Fruit",""
"Jackfruit","Organic","for processing","Worldwide","SPO / HL","EXW"," ","","Commercial price","15% of the commercial price","19/10/2018","Fresh Fruit",""
"Jackfruit","Organic","fresh","Worldwide","SPO / HL","EXW"," ","","Commercial price","15% of the commercial price","19/10/2018","Fresh Fruit",""
"Kale (any edible Brassica known as Kale)","Conventional","Fresh","Africa; Latin America and the Caribbean","HL","EXW"," ","","Commercial price","15% of the commercial price","05/05/2017","Vegetables",""
"Kale (any edible Brassica known as Kale)","Conventional","Fresh","Worldwide","SPO","EXW"," ","","Commercial price","15% of the commercial price","05/05/2017","Vegetables",""
"Kale (any edible Brassica known as Kale)","Organic","Fresh","Africa; Latin America and the Caribbean","HL","EXW"," ","","Commercial price","15% of the commercial price","05/05/2017","Vegetables",""
"Kale (any edible Brassica known as Kale)","Organic","Fresh","Worldwide","SPO","EXW"," ","","Commercial price","15% of the commercial price","05/05/2017","Vegetables",""
"Langsat","Conventional","fresh","Worldwide","SPO / HL","EXW"," ","","Commercial price","15% of the Commercial price","13/04/2018","Fresh fruit",""
"Langsat","Organic","fresh","Worldwide","SPO / HL","EXW"," ","","Commercial price","15% of the Commercial price","13/04/2018","Fresh fruit",""
"Leave of African Nightshade","Conventional","Fresh","Worldwide","SPO","EXW"," ","","Commercial price","15% of the commercial price","02/03/2015","Vegetables",""
"Leave of African Nightshade","Organic","Fresh","Worldwide","SPO","EXW"," ","","Commercial price","15% of the commercial price","02/03/2015","Vegetables",""
"Leave of cowpea","Conventional","Fresh","Africa","SPO","EXW"," ","","Commercial price","15% of the commercial price","05/12/2014","Vegetables",""
"Leave of cowpea","Organic","Fresh","Africa","SPO","EXW"," ","","Commercial price","15% of the commercial price","05/12/2014","Vegetables",""
"Leek","Conventional","Fresh","Africa; Latin America and the Caribbean","HL","EXW"," ","","Commercial price","15% of the commercial price","05/12/2013","Vegetables",""
"Leek","Conventional","Fresh","Worldwide","SPO","EXW"," ","","Commercial price","15% of the commercial price","03/07/2013","Vegetables",""
"Leek","Organic","Fresh","Africa; Latin America and the Caribbean","HL","EXW"," ","","Commercial price","15% of the commercial price","05/12/2013","Vegetables",""
"Leek","Organic","Fresh","Worldwide","SPO","EXW"," ","","Commercial price","15% of the commercial price","03/07/2013","Vegetables",""
"Lemon","Conventional","for processing","Morocco","SPO / HL","EXW"," ","","Commercial price","15% of the commercial price","18/01/2019","Fresh Fruit",""
